Date,Time,北緯,東經,深度,芮氏規模,城市,震度
2020-01-31,17:41:12,24.84,122.03,11.4,3.7,宜蘭縣,1
2020-01-31,17:41:12,24.84,122.03,11.4,3.7,花蓮縣,1
2020-01-31,17:41:12,24.84,122.03,11.4,3.7,新北市,1
2020-01-31,16:24:40,24.84,122.04,9.9,4.0,宜蘭縣,2
2020-01-31,16:24:40,24.84,122.04,9.9,4.0,新北市,2
2020-01-31,16:24:40,24.84,122.04,9.9,4.0,花蓮縣,1
2020-01-31,14:09:38,24.84,122.06,12.5,4.4,宜蘭縣,2
2020-01-31,14:09:38,24.84,122.06,12.5,4.4,新北市,2
2020-01-31,09:18:11,24.8,121.91,8.5,3.5,宜蘭縣,2
2020-01-29,15:51:53,23.33,120.2,8.3,2.9,嘉義縣,1
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,嘉義縣,3
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,臺南市,3
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,屏東縣,2
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,高雄市,2
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,雲林縣,2
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,嘉義市,2
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,澎湖縣,1
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,彰化縣,1
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,臺東縣,1
2020-01-28,18:05:53,23.22,120.51,14.5,4.3,南投縣,1
2020-01-28,00:12:31,22.65,120.63,33.2,4.0,屏東縣,2
2020-01-28,00:12:31,22.65,120.63,33.2,4.0,高雄市,2
2020-01-28,00:12:31,22.65,120.63,33.2,4.0,臺南市,1
2020-01-26,11:12:30,23.92,121.68,50.6,3.9,花蓮縣,1
2020-01-26,11:12:30,23.92,121.68,50.6,3.9,南投縣,1
2020-01-22,17:22:39,23.66,120.61,10.5,2.9,雲林縣,2
2020-01-22,05:49:43,23.57,121.52,32.9,3.7,花蓮縣,2
2020-01-22,05:49:43,23.57,121.52,32.9,3.7,臺東縣,1
2020-01-18,17:30:40,24.51,121.87,17.8,3.6,宜蘭縣,2
2020-01-18,17:30:40,24.51,121.87,17.8,3.6,花蓮縣,1
2020-01-18,17:30:40,24.51,121.87,17.8,3.6,新北市,1
2020-01-17,00:38:24,23.92,121.45,21.6,3.5,花蓮縣,3
2020-01-17,00:38:24,23.92,121.45,21.6,3.5,南投縣,1
2020-01-15,20:41:48,25.19,121.61,4.2,3.1,新北市,3
2020-01-15,20:41:48,25.19,121.61,4.2,3.1,臺北市,2
2020-01-15,02:06:42,24.41,121.39,6.5,3.1,宜蘭縣,4
2020-01-15,02:06:42,24.41,121.39,6.5,3.1,臺中市,1
2020-01-12,16:29:36,23.16,121.43,26.6,3.5,臺東縣,3
2020-01-12,16:29:36,23.16,121.43,26.6,3.5,花蓮縣,1
2020-01-11,23:19:31,24.8,121.82,8.4,3.7,宜蘭縣,3
2020-01-11,23:19:31,24.8,121.82,8.4,3.7,新北市,1
2020-01-10,19:49:21,24.65,120.98,8.6,3.1,苗栗縣,2
2020-01-10,19:49:21,24.65,120.98,8.6,3.1,新竹縣,2
2020-01-10,19:49:21,24.65,120.98,8.6,3.1,新竹市,1
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,花蓮縣,3
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,南投縣,2
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,彰化縣,2
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,宜蘭縣,2
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,臺中市,1
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,臺東縣,1
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,雲林縣,1
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,新北市,1
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,新竹縣,1
2020-01-09,03:06:42,23.91,121.64,40.2,4.6,嘉義縣,1
2020-01-09,01:31:04,24.14,121.53,25.4,3.5,花蓮縣,2
2020-01-09,01:31:04,24.14,121.53,25.4,3.5,南投縣,1
2020-01-09,01:31:04,24.14,121.53,25.4,3.5,宜蘭縣,1
2020-01-08,23:23:33,24.33,121.79,13.8,3.4,花蓮縣,3
2020-01-08,23:23:33,24.33,121.79,13.8,3.4,宜蘭縣,2
2020-01-08,23:21:23,24.33,121.8,14.0,3.5,花蓮縣,3
2020-01-08,23:21:23,24.33,121.8,14.0,3.5,宜蘭縣,2
2020-01-08,23:21:23,24.33,121.8,14.0,3.5,臺南市,1
2020-01-07,21:03:16,24.24,121.8,24.3,3.5,宜蘭縣,2
2020-01-07,21:03:16,24.24,121.8,24.3,3.5,花蓮縣,2
2020-01-06,14:59:39,23.38,120.26,9.1,3.3,嘉義縣,3
2020-01-06,14:59:39,23.38,120.26,9.1,3.3,臺南市,1
2020-01-06,14:59:39,23.38,120.26,9.1,3.3,雲林縣,1
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,嘉義市,4
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,嘉義縣,4
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,雲林縣,3
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,臺南市,2
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,澎湖縣,2
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,彰化縣,2
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,屏東縣,2
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,高雄市,2
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,花蓮縣,1
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,南投縣,1
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,臺中市,1
2020-01-06,14:53:55,23.38,120.26,8.5,4.8,臺東縣,1
2020-01-03,19:47:08,22.58,121.29,17.9,3.9,臺東縣,2
2020-01-03,19:47:08,22.58,121.29,17.9,3.9,屏東縣,1
2020-01-03,19:47:08,22.58,121.29,17.9,3.9,高雄市,1
2020-01-02,19:33:25,24.83,121.69,83.8,4.0,宜蘭縣,1
2020-01-02,19:33:25,24.83,121.69,83.8,4.0,桃園市,1
2020-01-02,19:33:25,24.83,121.69,83.8,4.0,新北市,1
2020-01-02,19:33:25,24.83,121.69,83.8,4.0,新竹縣,1
2020-01-02,19:33:25,24.83,121.69,83.8,4.0,臺北市,1
2020-01-02,18:14:28,23.4,121.49,35.1,3.9,臺東縣,3
2020-01-02,18:14:28,23.4,121.49,35.1,3.9,臺南市,1
2020-01-02,18:14:28,23.4,121.49,35.1,3.9,花蓮縣,1
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,花蓮縣,4
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,南投縣,3
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,宜蘭縣,3
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,彰化縣,2
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,臺中市,2
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,雲林縣,2
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,新北市,2
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,新竹縣,1
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,嘉義市,1
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,嘉義縣,1
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,苗栗縣,1
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,桃園市,1
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,臺北市,1
2020-01-01,03:10:10,24.08,121.67,10.8,4.9,臺東縣,1
2020-02-29,02:49:43,24.38,121.4,5.5,3.8,宜蘭縣,4
2020-02-29,02:49:43,24.38,121.4,5.5,3.8,桃園市,2
2020-02-29,02:49:43,24.38,121.4,5.5,3.8,臺中市,1
2020-02-29,02:49:43,24.38,121.4,5.5,3.8,花蓮縣,1
2020-02-28,00:54:27,24.38,121.4,5.6,3.4,宜蘭縣,4
2020-02-28,00:54:27,24.38,121.4,5.6,3.4,花蓮縣,1
2020-02-28,00:54:27,24.38,121.4,5.6,3.4,南投縣,1
2020-02-28,00:54:27,24.38,121.4,5.6,3.4,新竹縣,1
2020-02-28,00:54:27,24.38,121.4,5.6,3.4,臺中市,1
2020-02-27,13:24:23,23.3,120.29,12.6,2.9,嘉義縣,1
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,花蓮縣,4
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,南投縣,3
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,臺中市,3
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,宜蘭縣,2
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,彰化縣,2
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,雲林縣,2
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,新北市,1
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,新竹市,1
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,新竹縣,1
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,嘉義市,1
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,嘉義縣,1
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,苗栗縣,1
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,桃園市,1
2020-02-26,13:34:15,23.88,121.62,26.5,4.9,臺東縣,1
2020-02-25,23:39:35,24.4,121.4,5.3,3.9,宜蘭縣,4
2020-02-25,23:39:35,24.4,121.4,5.3,3.9,新竹縣,2
2020-02-25,23:39:35,24.4,121.4,5.3,3.9,臺中市,1
2020-02-25,23:39:35,24.4,121.4,5.3,3.9,花蓮縣,1
2020-02-25,23:39:35,24.4,121.4,5.3,3.9,南投縣,1
2020-02-25,23:39:35,24.4,121.4,5.3,3.9,桃園市,1
2020-02-25,20:27:03,24.38,121.41,5.3,4.1,宜蘭縣,4
2020-02-25,20:27:03,24.38,121.41,5.3,4.1,花蓮縣,2
2020-02-25,20:27:03,24.38,121.41,5.3,4.1,南投縣,2
2020-02-25,20:27:03,24.38,121.41,5.3,4.1,桃園市,2
2020-02-25,20:27:03,24.38,121.41,5.3,4.1,新竹縣,2
2020-02-25,20:27:03,24.38,121.41,5.3,4.1,臺中市,2
2020-02-25,20:27:03,24.38,121.41,5.3,4.1,苗栗縣,1
2020-02-25,19:28:47,24.39,121.41,6.3,3.5,宜蘭縣,4
2020-02-25,19:28:47,24.39,121.41,6.3,3.5,花蓮縣,1
2020-02-25,19:28:47,24.39,121.41,6.3,3.5,新竹縣,1
2020-02-25,19:28:47,24.39,121.41,6.3,3.5,臺中市,1
2020-02-25,19:20:30,24.39,121.4,6.4,3.2,宜蘭縣,4
2020-02-25,19:20:30,24.39,121.4,6.4,3.2,臺中市,1
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,宜蘭縣,5 弱
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,花蓮縣,4
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,南投縣,4
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,臺中市,4
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,新竹縣,3
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,彰化縣,2
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,苗栗縣,2
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,桃園市,2
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,雲林縣,2
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,新北市,2
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,新竹市,1
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,嘉義市,1
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,嘉義縣,1
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,臺北市,1
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,臺東縣,1
2020-02-25,19:14:02,24.39,121.41,5.1,5.3,臺南市,1
2020-02-25,14:33:14,23.82,120.99,14.9,3.4,南投縣,1
2020-02-25,14:33:14,23.82,120.99,14.9,3.4,雲林縣,1
2020-02-25,14:33:14,23.82,120.99,14.9,3.4,彰化縣,1
2020-02-25,09:00:14,24.54,122.15,76.7,4.8,宜蘭縣,2
2020-02-25,09:00:14,24.54,122.15,76.7,4.8,花蓮縣,1
2020-02-25,09:00:14,24.54,122.15,76.7,4.8,南投縣,1
2020-02-25,09:00:14,24.54,122.15,76.7,4.8,桃園市,1
2020-02-25,09:00:14,24.54,122.15,76.7,4.8,新北市,1
2020-02-25,09:00:14,24.54,122.15,76.7,4.8,新竹縣,1
2020-02-25,09:00:14,24.54,122.15,76.7,4.8,臺中市,1
2020-02-25,09:00:14,24.54,122.15,76.7,4.8,臺北市,1
2020-02-25,09:00:14,24.54,122.15,76.7,4.8,臺東縣,1
2020-02-24,20:10:33,23.83,121.55,8.2,4.5,花蓮縣,4
2020-02-24,20:10:33,23.83,121.55,8.2,4.5,南投縣,2
2020-02-24,20:10:33,23.83,121.55,8.2,4.5,彰化縣,1
2020-02-24,20:10:33,23.83,121.55,8.2,4.5,臺中市,1
2020-02-24,20:10:33,23.83,121.55,8.2,4.5,臺東縣,1
2020-02-24,20:10:33,23.83,121.55,8.2,4.5,宜蘭縣,1
2020-02-20,21:16:15,23.87,121.55,10.2,4.0,花蓮縣,4
2020-02-20,21:16:15,23.87,121.55,10.2,4.0,南投縣,1
