Date,Time,北緯,東經,深度,芮氏規模,城市,震度
2012-01-30,07:47:52,23.96,121.63,9.3,2.7,花蓮縣,3
2012-01-29,16:07:39,25.32,122.37,264.7,5.6,宜蘭縣,2
2012-01-29,16:07:39,25.32,122.37,264.7,5.6,花蓮縣,2
2012-01-29,16:07:39,25.32,122.37,264.7,5.6,南投縣,1
2012-01-29,16:07:39,25.32,122.37,264.7,5.6,桃園縣,1
2012-01-29,16:07:39,25.32,122.37,264.7,5.6,新北市,1
2012-01-29,16:07:39,25.32,122.37,264.7,5.6,臺中市,1
2012-01-29,16:07:39,25.32,122.37,264.7,5.6,臺北市,1
2012-01-29,08:50:43,24.01,121.62,9.1,2.9,花蓮縣,3
2012-01-29,06:40:10,24.01,121.62,9.1,2.5,花蓮縣,2
2012-01-29,06:35:12,24.01,121.63,8.2,2.6,花蓮縣,2
2012-01-28,14:58:13,23.77,120.61,21.4,3.0,雲林縣,1
2012-01-28,14:58:13,23.77,120.61,21.4,3.0,彰化縣,1
2012-01-28,14:45:59,23.96,121.62,8.5,2.8,花蓮縣,3
2012-01-28,10:52:54,23.97,121.61,8.2,2.6,花蓮縣,3
2012-01-27,09:55:25,24.39,121.95,19.6,3.3,宜蘭縣,3
2012-01-27,09:55:25,24.39,121.95,19.6,3.3,花蓮縣,1
2012-01-27,00:40:13,23.96,121.6,5.7,2.1,花蓮縣,1
2012-01-27,00:30:09,23.96,121.62,7.6,2.8,花蓮縣,2
2012-01-26,23:18:00,23.95,121.59,5.6,2.2,花蓮縣,1
2012-01-26,23:16:55,23.95,121.63,8.5,3.7,花蓮縣,3
2012-01-26,23:16:09,23.95,121.61,6.5,2.5,花蓮縣,2
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,宜蘭縣,2
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,花蓮縣,2
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,南投縣,1
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,苗栗縣,1
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,桃園縣,1
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,新北市,1
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,彰化縣,1
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,臺中市,1
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,臺北市,1
2012-01-25,16:36:23,24.89,122.2,124.3,5.0,臺東縣,1
2012-01-25,10:05:35,23.26,121.57,38.0,4.2,臺東縣,3
2012-01-25,10:05:35,23.26,121.57,38.0,4.2,花蓮縣,1
2012-01-25,10:05:35,23.26,121.57,38.0,4.2,高雄市,1
