Date,Time,北緯,東經,深度,芮氏規模,城市,震度
2013-01-31,10:24:29,24.32,121.79,7.3,2.5,宜蘭縣,2
2013-01-31,10:24:29,24.32,121.79,7.3,2.5,花蓮縣,2
2013-01-31,02:43:17,23.15,120.96,4.3,3.6,高雄市,2
2013-01-31,02:43:17,23.15,120.96,4.3,3.6,臺東縣,2
2013-01-31,02:43:17,23.15,120.96,4.3,3.6,嘉義縣,1
2013-01-30,18:45:56,24.46,121.96,12.7,2.9,宜蘭縣,3
2013-01-30,18:45:56,24.46,121.96,12.7,2.9,花蓮縣,1
2013-01-30,17:35:39,23.23,121.51,38.0,3.7,臺東縣,2
2013-01-30,17:35:39,23.23,121.51,38.0,3.7,花蓮縣,1
2013-01-29,04:41:23,23.95,121.47,17.8,2.9,花蓮縣,3
2013-01-28,23:20:20,24.18,121.74,12.2,3.1,花蓮縣,3
2013-01-28,23:20:20,24.18,121.74,12.2,3.1,宜蘭縣,2
2013-01-28,10:10:20,23.15,120.97,5.3,3.2,高雄市,2
2013-01-28,10:10:20,23.15,120.97,5.3,3.2,臺東縣,2
2013-01-28,05:03:25,23.16,120.96,4.7,3.3,高雄市,2
2013-01-28,05:03:25,23.16,120.96,4.7,3.3,臺東縣,2
2013-01-28,04:36:38,24.35,120.98,7.0,3.6,宜蘭縣,2
2013-01-28,04:36:38,24.35,120.98,7.0,3.6,苗栗縣,2
2013-01-28,04:36:38,24.35,120.98,7.0,3.6,新竹縣,1
2013-01-28,04:36:38,24.35,120.98,7.0,3.6,臺中市,1
2013-01-28,00:21:28,24.45,121.96,12.5,3.3,宜蘭縣,3
2013-01-28,00:21:28,24.45,121.96,12.5,3.3,花蓮縣,1
2013-01-27,17:24:39,24.45,121.97,13.8,3.2,宜蘭縣,3
2013-01-27,17:24:39,24.45,121.97,13.8,3.2,花蓮縣,1
2013-01-26,02:20:32,23.9,121.46,17.2,2.5,花蓮縣,2
2013-01-22,07:02:55,24.01,121.75,6.9,3.7,花蓮縣,2
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,宜蘭縣,3
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,花蓮縣,3
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,南投縣,2
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,苗栗縣,2
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,桃園縣,2
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,新北市,2
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,新竹縣,2
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,臺中市,2
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,臺北市,2
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,臺東縣,2
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,臺南市,1
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,嘉義縣,1
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,彰化縣,1
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,新竹市,1
2013-01-21,03:09:46,24.7,122.52,108.2,5.6,雲林縣,1
2013-01-20,16:25:34,24.04,121.52,16.6,2.4,花蓮縣,2
2013-01-20,06:06:56,24.06,121.63,9.0,3.1,花蓮縣,2
2013-01-19,17:50:29,24.4,121.95,19.6,3.3,宜蘭縣,3
2013-01-19,17:50:29,24.4,121.95,19.6,3.3,花蓮縣,1
2013-01-19,08:30:17,24.41,121.97,47.7,4.2,宜蘭縣,3
2013-01-19,08:30:17,24.41,121.97,47.7,4.2,花蓮縣,2
2013-01-19,08:30:17,24.41,121.97,47.7,4.2,桃園縣,1
2013-01-19,08:30:17,24.41,121.97,47.7,4.2,新北市,1
2013-01-19,08:30:17,24.41,121.97,47.7,4.2,臺中市,1
2013-01-19,08:30:17,24.41,121.97,47.7,4.2,臺北市,1
2013-01-19,06:57:58,24.25,120.85,8.1,2.3,臺中市,1
2013-01-18,15:14:04,23.17,120.97,6.1,3.6,臺東縣,3
2013-01-18,15:14:04,23.17,120.97,6.1,3.6,高雄市,2
2013-01-18,09:52:27,23.16,120.97,5.9,3.5,高雄市,3
2013-01-18,09:52:27,23.16,120.97,5.9,3.5,臺東縣,2
2013-01-18,01:38:33,24.45,121.98,14.0,3.1,宜蘭縣,2
2013-01-18,01:38:33,24.45,121.98,14.0,3.1,花蓮縣,1
2013-01-17,19:04:22,24.45,121.99,12.9,3.7,宜蘭縣,2
2013-01-17,19:04:22,24.45,121.99,12.9,3.7,花蓮縣,2
