Date,Time,北緯,東經,深度,芮氏規模,城市,震度
2019-01-31,07:15:22,24.41,121.86,23.8,3.7,宜蘭縣,3
2019-01-31,07:15:22,24.41,121.86,23.8,3.7,花蓮縣,2
2019-01-31,06:14:03,24.4,121.86,24.6,4.0,宜蘭縣,3
2019-01-31,06:14:03,24.4,121.86,24.6,4.0,花蓮縣,2
2019-01-31,06:14:03,24.4,121.86,24.6,4.0,南投縣,1
2019-01-30,23:14:53,21.81,120.59,46.8,5.1,屏東縣,3
2019-01-30,23:14:53,21.81,120.59,46.8,5.1,雲林縣,1
2019-01-30,23:14:53,21.81,120.59,46.8,5.1,彰化縣,1
2019-01-30,23:14:53,21.81,120.59,46.8,5.1,臺東縣,1
2019-01-30,23:14:53,21.81,120.59,46.8,5.1,臺南市,1
2019-01-30,23:14:53,21.81,120.59,46.8,5.1,澎湖縣,1
2019-01-30,20:00:07,24.47,121.77,7.6,3.2,宜蘭縣,4
2019-01-30,20:00:07,24.47,121.77,7.6,3.2,花蓮縣,1
2019-01-30,18:05:20,24.47,121.75,4.9,2.8,宜蘭縣,4
2019-01-30,18:05:20,24.47,121.75,4.9,2.8,花蓮縣,1
2019-01-30,16:31:49,22.85,120.94,9.6,3.5,臺東縣,3
2019-01-30,16:31:49,22.85,120.94,9.6,3.5,屏東縣,1
2019-01-30,16:31:49,22.85,120.94,9.6,3.5,高雄市,1
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,臺東縣,4
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,新竹縣,3
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,宜蘭縣,3
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,花蓮縣,3
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,南投縣,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,屏東縣,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,苗栗縣,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,桃園市,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,高雄市,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,雲林縣,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,新北市,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,新竹市,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,嘉義市,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,嘉義縣,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,彰化縣,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,臺中市,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,臺北市,2
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,臺南市,1
2019-01-30,13:21:36,23.75,122.39,38.8,5.9,澎湖縣,1
2019-01-30,03:47:21,23.53,120.39,8.8,3.5,嘉義市,4
2019-01-30,03:47:21,23.53,120.39,8.8,3.5,嘉義縣,3
2019-01-30,03:47:21,23.53,120.39,8.8,3.5,雲林縣,2
2019-01-30,03:47:21,23.53,120.39,8.8,3.5,彰化縣,1
2019-01-28,20:10:18,25.2,121.58,6.1,3.4,新北市,3
2019-01-28,20:10:18,25.2,121.58,6.1,3.4,臺北市,3
2019-01-28,18:48:13,25.2,121.59,4.6,2.9,新北市,3
2019-01-28,18:48:13,25.2,121.59,4.6,2.9,臺北市,1
2019-01-27,00:23:11,23.38,120.49,7.5,3.6,嘉義縣,3
2019-01-27,00:23:11,23.38,120.49,7.5,3.6,臺南市,2
2019-01-27,00:23:11,23.38,120.49,7.5,3.6,嘉義市,2
2019-01-27,00:23:11,23.38,120.49,7.5,3.6,高雄市,1
2019-01-27,00:23:11,23.38,120.49,7.5,3.6,雲林縣,1
2019-01-26,15:23:28,24.38,121.78,55.6,3.8,宜蘭縣,2
2019-01-26,15:23:28,24.38,121.78,55.6,3.8,花蓮縣,1
2019-01-24,15:14:41,23.14,121.44,10.8,3.6,臺東縣,4
2019-01-24,15:14:41,23.14,121.44,10.8,3.6,花蓮縣,2
2019-01-24,10:54:29,23.22,120.47,8.8,3.5,嘉義縣,2
2019-01-24,10:54:29,23.22,120.47,8.8,3.5,臺南市,2
2019-01-24,10:54:29,23.22,120.47,8.8,3.5,雲林縣,1
2019-01-24,10:54:29,23.22,120.47,8.8,3.5,嘉義市,1
2019-01-23,23:54:14,23.1,121.35,18.9,3.6,臺東縣,3
2019-01-23,23:54:14,23.1,121.35,18.9,3.6,花蓮縣,2
2019-01-23,20:55:15,22.93,120.16,11.8,2.1,臺南市,2
2019-01-23,11:48:17,24.89,121.18,9.5,3.1,桃園市,2
2019-01-23,11:48:17,24.89,121.18,9.5,3.1,新竹縣,1
2019-01-22,12:16:56,24.89,121.17,9.1,2.3,桃園市,1
2019-01-22,11:19:26,22.23,121.39,21.5,5.0,臺東縣,5
2019-01-22,11:19:26,22.23,121.39,21.5,5.0,屏東縣,3
2019-01-22,11:19:26,22.23,121.39,21.5,5.0,高雄市,1
2019-01-22,11:19:26,22.23,121.39,21.5,5.0,嘉義縣,1
2019-01-22,11:19:26,22.23,121.39,21.5,5.0,彰化縣,1
2019-01-22,11:19:26,22.23,121.39,21.5,5.0,臺中市,1
2019-01-22,11:19:26,22.23,121.39,21.5,5.0,臺南市,1
2019-01-22,11:19:26,22.23,121.39,21.5,5.0,花蓮縣,1
2019-01-22,11:19:26,22.23,121.39,21.5,5.0,南投縣,1
2019-01-21,17:42:49,24.39,121.7,31.4,3.7,宜蘭縣,3
2019-01-21,17:42:49,24.39,121.7,31.4,3.7,花蓮縣,2
2019-01-21,17:42:49,24.39,121.7,31.4,3.7,臺中市,1
2019-01-21,15:29:12,24.39,121.7,30.6,3.7,宜蘭縣,3
2019-01-21,15:29:12,24.39,121.7,30.6,3.7,花蓮縣,2
2019-01-21,08:04:03,22.92,120.2,11.5,3.4,臺南市,4
2019-01-21,08:04:03,22.92,120.2,11.5,3.4,高雄市,1
2019-01-20,13:00:03,24.8,121.84,9.5,3.3,宜蘭縣,3
2019-01-20,13:00:03,24.8,121.84,9.5,3.3,新北市,1
2019-01-20,00:44:10,24.45,121.89,12.0,3.8,宜蘭縣,3
2019-01-20,00:44:10,24.45,121.89,12.0,3.8,花蓮縣,2
2019-01-20,00:44:10,24.45,121.89,12.0,3.8,南投縣,1
2019-01-20,00:44:10,24.45,121.89,12.0,3.8,桃園市,1
2019-01-20,00:44:10,24.45,121.89,12.0,3.8,基隆市,1
2019-01-20,00:44:10,24.45,121.89,12.0,3.8,新北市,1
2019-01-20,00:44:10,24.45,121.89,12.0,3.8,新竹縣,1
2019-01-20,00:44:10,24.45,121.89,12.0,3.8,臺中市,1
2019-01-19,14:35:26,23.38,120.51,6.6,3.9,嘉義市,3
2019-01-19,14:35:26,23.38,120.51,6.6,3.9,嘉義縣,3
2019-01-19,14:35:26,23.38,120.51,6.6,3.9,雲林縣,2
2019-01-19,14:35:26,23.38,120.51,6.6,3.9,臺南市,2
2019-01-19,14:35:26,23.38,120.51,6.6,3.9,高雄市,1
2019-01-19,14:35:26,23.38,120.51,6.6,3.9,彰化縣,1
2019-01-18,02:50:01,22.93,120.11,10.6,2.6,臺南市,2
2019-01-16,20:52:48,23.36,121.67,31.2,4.0,臺東縣,3
2019-01-16,20:52:48,23.36,121.67,31.2,4.0,花蓮縣,2
2019-01-16,04:52:10,24.45,121.81,7.4,3.9,宜蘭縣,4
2019-01-16,04:52:10,24.45,121.81,7.4,3.9,花蓮縣,2
2019-01-16,04:52:10,24.45,121.81,7.4,3.9,新北市,2
2019-01-16,04:28:43,24.45,121.81,7.6,4.0,宜蘭縣,4
2019-01-16,04:28:43,24.45,121.81,7.6,4.0,花蓮縣,3
2019-01-16,04:28:43,24.45,121.81,7.6,4.0,桃園市,1
2019-01-16,04:28:43,24.45,121.81,7.6,4.0,新北市,1
2019-01-15,17:51:49,23.7,121.44,12.9,3.2,花蓮縣,4
2019-01-15,17:51:49,23.7,121.44,12.9,3.2,南投縣,2
2019-01-14,02:28:26,22.93,121.21,28.5,4.3,臺東縣,3
2019-01-14,02:28:26,22.93,121.21,28.5,4.3,花蓮縣,2
2019-01-14,02:28:26,22.93,121.21,28.5,4.3,南投縣,1
2019-01-14,02:28:26,22.93,121.21,28.5,4.3,屏東縣,1
2019-01-14,02:28:26,22.93,121.21,28.5,4.3,高雄市,1
2019-01-14,02:28:26,22.93,121.21,28.5,4.3,雲林縣,1
2019-01-14,02:28:26,22.93,121.21,28.5,4.3,嘉義市,1
2019-01-14,02:28:26,22.93,121.21,28.5,4.3,嘉義縣,1
2019-01-14,02:28:26,22.93,121.21,28.5,4.3,臺南市,1
2019-01-11,20:59:28,23.53,121.51,28.3,3.8,花蓮縣,2
2019-01-11,20:59:28,23.53,121.51,28.3,3.8,南投縣,1
2019-01-11,20:59:28,23.53,121.51,28.3,3.8,臺東縣,1
2019-01-11,11:24:02,23.55,120.63,10.0,3.0,雲林縣,2
2019-01-11,11:24:02,23.55,120.63,10.0,3.0,嘉義市,1
2019-01-11,11:24:02,23.55,120.63,10.0,3.0,嘉義縣,1
2019-01-10,21:35:00,24.42,120.88,11.0,2.6,苗栗縣,2
2019-01-10,21:35:00,24.42,120.88,11.0,2.6,臺中市,1
2019-01-10,21:14:07,24.41,120.86,12.7,3.1,苗栗縣,2
2019-01-10,21:14:07,24.41,120.86,12.7,3.1,臺中市,2
2019-01-10,14:45:01,23.93,121.46,20.1,3.2,花蓮縣,3
2019-01-10,14:45:01,23.93,121.46,20.1,3.2,南投縣,1
2019-01-10,14:45:01,23.93,121.46,20.1,3.2,宜蘭縣,1
2019-01-09,21:44:32,24.24,120.82,8.1,2.6,臺中市,1
2019-01-08,20:16:46,23.24,121.53,34.0,5.4,臺東縣,4
2019-01-08,20:16:46,23.24,121.53,34.0,5.4,臺中市,3
2019-01-08,20:16:46,23.24,121.53,34.0,5.4,花蓮縣,3
2019-01-08,20:16:46,23.24,121.53,34.0,5.4,南投縣,2
