Date,Time,北緯,東經,深度,芮氏規模,城市,震度
2010-01-31,23:07:34,23.05,120.91,5.4,3.4,高雄市,1
2010-01-31,23:07:34,23.05,120.91,5.4,3.4,嘉義縣,1
2010-01-31,23:07:34,23.05,120.91,5.4,3.4,臺東縣,1
2010-01-31,12:20:56,23.17,121.2,9.8,3.3,臺東縣,2
2010-01-31,12:20:56,23.17,121.2,9.8,3.3,高雄市,1
2010-01-31,05:51:18,23.64,121.54,33.0,3.4,花蓮縣,1
2010-01-30,21:01:53,24.05,121.64,9.0,2.8,花蓮縣,2
2010-01-30,21:01:53,24.05,121.64,9.0,2.8,宜蘭縣,1
2010-01-29,09:44:27,24.05,121.65,8.1,3.1,花蓮縣,3
2010-01-29,09:44:27,24.05,121.65,8.1,3.1,南投縣,1
2010-01-29,09:44:27,24.05,121.65,8.1,3.1,宜蘭縣,1
2010-01-27,23:29:27,24.05,121.64,8.3,3.9,花蓮縣,4
2010-01-27,23:29:27,24.05,121.64,8.3,3.9,南投縣,2
2010-01-27,23:29:27,24.05,121.64,8.3,3.9,宜蘭縣,2
2010-01-27,03:53:13,24.6,121.35,9.4,3.8,桃園縣,4
2010-01-27,03:53:13,24.6,121.35,9.4,3.8,宜蘭縣,3
2010-01-27,03:53:13,24.6,121.35,9.4,3.8,花蓮縣,1
2010-01-27,03:53:13,24.6,121.35,9.4,3.8,南投縣,1
2010-01-27,03:53:13,24.6,121.35,9.4,3.8,苗栗縣,1
2010-01-27,03:53:13,24.6,121.35,9.4,3.8,新北市,1
2010-01-27,03:53:13,24.6,121.35,9.4,3.8,臺中市,1
2010-01-19,14:29:35,24.42,121.83,14.1,2.8,宜蘭縣,3
2010-01-19,14:29:35,24.42,121.83,14.1,2.8,花蓮縣,1
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,花蓮縣,4
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,南投縣,3
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,彰化縣,3
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,臺東縣,3
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,宜蘭縣,3
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,臺南市,2
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,臺中市,2
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,高雄市,2
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,嘉義市,2
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,嘉義縣,2
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,雲林縣,2
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,新北市,1
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,新竹市,1
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,新竹縣,1
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,屏東縣,1
2010-01-19,14:09:26,23.82,121.68,41.0,5.6,苗栗縣,1
