Name,Address,Region,Town,Longtitude,Latitude,path
北港觀光大橋,雲林縣北港鎮中山南路底,嘉義縣,六腳鄉,120.3036,23.56205,location_images/北港觀光大橋.jpg
振興戲院,雲林縣北港鎮中山路42號,雲林縣,北港鎮,120.3046,23.56519,location_images/振興戲院.jpg
斗南順安宮,雲林縣斗南鎮長安路一段126號,雲林縣,斗南鎮,120.4733,23.67538,location_images/斗南順安宮.jpg
斗南車站,雲林縣斗南鎮南昌里中山路2號,雲林縣,斗南鎮,120.4808,23.67297,location_images/斗南車站.jpg
斗六車站,斗六市信義里民生路187號,雲林縣,斗六市,120.5414,23.71181,location_images/斗六車站.jpg
斗六圓環,雲林縣斗六市太平路、中山路與文化路的交叉口,雲林縣,斗六市,120.5404,23.71291,location_images/斗六圓環.jpg
運動公園,雲林縣斗六市大學路三段與公明路間，雲林縣議會旁,雲林縣,斗六市,120.5269,23.69593,location_images/運動公園.jpg
大埤酸菜文化館,大埤鄉大德村民生路665號,雲林縣,大埤鄉,120.4155,23.63619,location_images/大埤酸菜文化館.jpg
金湖萬善爺廟,雲林縣口湖鄉港東村民主路5號,雲林縣,口湖鄉,120.1515,23.57525,location_images/金湖萬善爺廟.jpg
三山國王廟,雲林縣大埤鄉大德村新街20號,雲林縣,大埤鄉,120.421,23.62746,location_images/三山國王廟.jpg
口湖下寮萬善同歸塚,雲林縣口湖鄉下崙村下寮仔70之6號,雲林縣,口湖鄉,120.1654,23.63445,location_images/口湖下寮萬善同歸塚.jpg
日落蚵田,雲林縣口湖鄉台子村,雲林縣,口湖鄉,120.1417,23.56225,location_images/日落蚵田.jpg
馬蹄蛤主題館,雲林縣口湖鄉港西村養魚路5-3號,雲林縣,口湖鄉,120.1503,23.58457,location_images/馬蹄蛤主題館.jpg
雲嶺之丘,古坑鄉草嶺村,南投縣,竹山鎮,120.7115,23.62813,location_images/雲嶺之丘.jpg
椬梧滯洪池,口湖鄉(口湖遊客中心),雲林縣,口湖鄉,120.1735,23.54155,location_images/椬梧滯洪池.jpg
二崙故事屋,雲林縣二崙鄉中山路102號,雲林縣,二崙鄉,120.4132,23.77047,location_images/二崙故事屋.jpg
他里霧文化園區,雲林縣斗南鎮南昌路27號,雲林縣,斗南鎮,120.4813,23.674,location_images/他里霧文化園區.jpg
龍過脈步道,林內鄉（有開復廟、濟公廟等兩處入口）,雲林縣,林內鄉,120.6208,23.75239,location_images/龍過脈步道.jpg
湖山水庫環境教育園區,古坑鄉棋盤村興東53號,雲林縣,斗六市,120.6321,23.68789,location_images/湖山水庫環境教育園區.jpg
北港女兒橋,雲林縣北港鎮河堤道路(虎尾-北港),雲林縣,北港鎮,120.3059,23.57168,location_images/北港女兒橋.jpg
五元兩角,古坑鄉草嶺81-5號,雲林縣,古坑鄉,120.7143,23.62395,location_images/五元兩角.jpg
雲林記憶Cool,雲林縣虎尾鎮林森路一段501號,雲林縣,虎尾鎮,120.4328,23.70872,location_images/雲林記憶Cool.jpg
涌翠閣,雲林縣虎尾鎮水源路27號,雲林縣,虎尾鎮,120.4338,23.71282,location_images/涌翠閣.jpg
三小市集食育基地,斗六市九如街51號,雲林縣,斗六市,120.5361,23.70442,location_images/三小市集食育基地.jpg
Mr. Lobby Coffee Project,雲林縣斗六市雲中街18 號,雲林縣,斗六市,120.5398,23.70845,location_images/Mr. Lobby Coffee Project.jpg
詔安客家文化館,雲林縣崙背鄉民生路28之8號,雲林縣,崙背鄉,120.3551,23.76378,location_images/詔安客家文化館.jpg
石榴火車站,斗六市榴北里文明路26號,雲林縣,斗六市,120.58,23.73168,location_images/石榴火車站.jpg
萡子寮漁港,雲林縣四湖鄉(雲131鄉道旁),雲林縣,口湖鄉,120.1361,23.61861,location_images/萡子寮漁港.jpg
西螺延平老街(西螺東市場),雲林縣西螺鎮延平路47號,雲林縣,西螺鎮,120.4559,23.80071,location_images/西螺延平老街(西螺東市場).jpg
北溪里剪紙藝術村,雲林縣虎尾鎮北溪里81-1號,雲林縣,虎尾鎮,120.4004,23.70961,location_images/北溪里剪紙藝術村.jpg
晁陽綠能休閒農場,麥寮鄉興華村興華32號,雲林縣,麥寮鄉,120.297,23.75144,location_images/晁陽綠能休閒農場.jpg
湳仔社區鐵道文化3D彩繪,雲林縣二崙鄉湳仔路62-5號,雲林縣,二崙鄉,120.413,23.7512,location_images/湳仔社區鐵道文化3D彩繪.jpg
土庫老街(第一市場、庄役場、故事館及順天宮),雲林縣土庫鎮大同路62號,雲林縣,土庫鎮,120.3909,23.67623,location_images/土庫老街(第一市場、庄役場、故事館及順天宮).jpg
樟湖地區,雲林縣古坑鄉樟湖村,雲林縣,古坑鄉,120.6393,23.6095,location_images/樟湖地區.jpg
農博生態園區,雲林縣虎尾鎮建成路,雲林縣,虎尾鎮,120.4228,23.72762,location_images/農博生態園區.jpg
育成水耕教育農場,雲林縣大埤鄉嘉興東路197 號,雲林縣,大埤鄉,120.4608,23.6458,location_images/育成水耕教育農場.jpg
林北卡好數位生活館,雲林縣林內鄉增產路48號,雲林縣,林內鄉,120.6257,23.77385,location_images/林北卡好數位生活館.jpg
果色天鄉,雲林縣林內鄉和興路41-10號,雲林縣,林內鄉,120.5975,23.77517,location_images/果色天鄉.jpg
采邑綠工坊,雲林縣林內鄉增產路61號,雲林縣,林內鄉,120.6187,23.77009,location_images/采邑綠工坊.jpg
寶隆紙廠,雲林縣林內鄉新興9號,雲林縣,林內鄉,120.6131,23.7629,location_images/寶隆紙廠.jpg
松花坡種苗園藝社,雲林縣斗六市湖山里檨林路41之1號,雲林縣,斗六市,120.6249,23.69446,location_images/松花坡種苗園藝社.jpg
時光寶屋,雲林縣斗六市湖山里檨林路47號,雲林縣,斗六市,120.6202,23.69408,location_images/時光寶屋.jpg
蘿莎玫瑰山莊,雲林縣古坑鄉永光村大湖口46-1號,雲林縣,古坑鄉,120.5705,23.61183,location_images/蘿莎玫瑰山莊.jpg
古坑綠隧驛站,雲林縣古坑鄉湳仔村湳仔路,雲林縣,古坑鄉,120.541,23.65934,location_images/古坑綠隧驛站.jpg
自家莊園,雲林縣古坑鄉光華路190號的隔壁,雲林縣,古坑鄉,120.5629,23.61573,location_images/自家莊園.jpg
谷泉咖啡莊園,雲林縣古坑鄉荷苞村尖山坑路60號,雲林縣,古坑鄉,120.592,23.65755,location_images/谷泉咖啡莊園.jpg
貝克翰農場,雲林縣古坑鄉永光村光昌路2之28號,雲林縣,古坑鄉,120.5534,23.62393,location_images/貝克翰農場.jpg
持明寺,雲林縣古坑鄉草嶺17之1號,雲林縣,古坑鄉,120.6982,23.579,location_images/持明寺.jpg
草嶺地質生態國小,雲林縣古坑鄉草嶺村56-8號,雲林縣,古坑鄉,120.6944,23.58634,location_images/草嶺地質生態國小.jpg
華山文學步道,雲林縣古坑鄉華山村54號,雲林縣,古坑鄉,120.5929,23.59508,location_images/華山文學步道.jpg
華山咖啡大街,雲林縣古坑鄉華山村41號,雲林縣,古坑鄉,120.5981,23.59485,location_images/華山咖啡大街.jpg
樟湖生態國民中小學,雲林縣古坑鄉村石橋50-2號,雲林縣,古坑鄉,120.6319,23.60416,location_images/樟湖生態國民中小學.jpg
舊樟湖國小,雲林縣古坑鄉樟湖村樟湖28號,雲林縣,古坑鄉,120.6426,23.61855,location_images/舊樟湖國小.jpg
三秀園,大埤鄉怡然村怡然路26號,雲林縣,大埤鄉,120.403,23.63613,location_images/三秀園.jpg
北港文化中心,雲林縣北港鎮公園路66號,雲林縣,北港鎮,120.3013,23.57862,location_images/北港文化中心.jpg
土庫鎮農會八角倉庫,雲林縣土庫鎮越港里建國路37之1號,雲林縣,土庫鎮,120.3972,23.67933,location_images/土庫鎮農會八角倉庫.jpg
土庫順成油廠,雲林縣土庫鎮光明路166號,雲林縣,土庫鎮,120.3918,23.67537,location_images/土庫順成油廠.jpg
雲林高鐵站,雲林縣虎尾鎮站前東路301號,雲林縣,虎尾鎮,120.4165,23.73633,location_images/雲林高鐵站.jpg
中華機車出租行(斗六租車),雲林縣斗六市(火車站前),雲林縣,斗六市,120.5406,23.71135,location_images/中華機車出租行(斗六租車).jpg
發鑫車業機車行(虎尾租車),雲林縣虎尾鎮林森路二段203號,雲林縣,虎尾鎮,120.4286,23.70427,location_images/發鑫車業機車行(虎尾租車).jpg
斗六南聖宮,斗六市南聖路301號,雲林縣,斗六市,120.5583,23.70091,location_images/斗六南聖宮.jpg
西螺延平老街文化館(捷發乾記茶莊),雲林縣西螺鎮延平路92號,雲林縣,斗六市,120.5244,23.69518,location_images/西螺延平老街文化館(捷發乾記茶莊).jpg
建國眷村,雲林縣虎尾鎮建國一村55號,雲林縣,虎尾鎮,120.4221,23.71435,location_images/建國眷村.jpg
土庫順天宮,雲林縣土庫鎮中正路109號,雲林縣,土庫鎮,120.3906,23.67654,location_images/土庫順天宮.jpg
雲林二手玩具屋,斗六市中正路191號,雲林縣,斗六市,120.5425,23.70476,location_images/雲林二手玩具屋.jpg
雲林縣斗六市繪本圖書館,斗六市莊敬路66號,雲林縣,斗六市,120.5474,23.70379,location_images/雲林縣斗六市繪本圖書館.jpg
斗六籽公園,斗六市府前街149號,雲林縣,斗六市,120.5401,23.70511,location_images/斗六籽公園.jpg
斗六藝術水岸園區,斗六市社口街,雲林縣,斗六市,120.5412,23.70012,location_images/斗六藝術水岸園區.jpg
雲林官邸兒童館,斗六市公正街212號,雲林縣,斗六市,120.5414,23.70408,location_images/雲林官邸兒童館.jpg
鵝媽媽鵝童樂園,斗六市嘉新路222號,雲林縣,斗六市,120.5524,23.68109,location_images/鵝媽媽鵝童樂園.jpg
橙色農作休閒果園,林內鄉烏塗村和興31號,雲林縣,林內鄉,120.5908,23.7743,location_images/橙色農作休閒果園.jpg
林內教芋部,林內鄉烏塗村烏塗路78號,雲林縣,林內鄉,120.5917,23.76887,location_images/林內教芋部.jpg
勝嘉商店-育成水耕教育農場,商店：大埤鄉嘉興村68-6號農場：雲林縣大埤鄉嘉興村嘉興東路197號,雲林縣,大埤鄉,120.4566,23.64693,location_images/勝嘉商店-育成水耕教育農場.jpg
西螺大橋親水公園 &螺石公園,西螺鎮西螺大橋,雲林縣,西螺鎮,120.4564,23.80497,location_images/西螺大橋親水公園 &螺石公園.jpg
千巧谷牛樂園牧場,雲林縣崙背鄉東興路182之32號,雲林縣,崙背鄉,120.366,23.76108,location_images/千巧谷牛樂園牧場.jpg
三條崙海水浴場親水公園,四湖鄉海清路136號,雲林縣,四湖鄉,120.154,23.66047,location_images/三條崙海水浴場親水公園.jpg
紫藤湖,斗六市科加路,雲林縣,斗六市,120.5314,23.73189,location_images/紫藤湖.jpg
大尖山登山步道,古坑鄉,雲林縣,古坑鄉,120.6232,23.59008,location_images/大尖山登山步道.jpg
萬年峽谷,古坑鄉草嶺村(149甲縣道),雲林縣,古坑鄉,120.6681,23.60332,location_images/萬年峽谷.jpg
山豬湖步道,古坑鄉松林路43號,雲林縣,古坑鄉,120.6051,23.58725,location_images/山豬湖步道.jpg
石壁仙谷,古坑鄉草嶺村石壁風景區,雲林縣,古坑鄉,120.712,23.60495,location_images/石壁仙谷.jpg
同心瀑布,古坑鄉同心休息站對面,雲林縣,古坑鄉,120.6834,23.60537,location_images/同心瀑布.jpg
峭壁雄風,古坑鄉,雲林縣,古坑鄉,120.6998,23.57805,location_images/峭壁雄風.jpg
蓬萊瀑布,古坑鄉,雲林縣,古坑鄉,120.7003,23.59456,location_images/蓬萊瀑布.jpg
二崙自然步道,二崙鄉自強果菜市場旁,雲林縣,二崙鄉,120.3943,23.81591,location_images/二崙自然步道.jpg
北港天空之橋,北港鎮義民路與和河堤道路交口,雲林縣,北港鎮,120.3025,23.57235,location_images/北港天空之橋.jpg
北港媽祖景觀公園,北港鎮中山路198-1號,雲林縣,北港鎮,120.3028,23.56847,location_images/北港媽祖景觀公園.jpg
斗六雲中街生活聚落,斗六市雲林路一段75巷7號,雲林縣,斗六市,120.5398,23.70887,location_images/斗六雲中街生活聚落.jpg
埤頭繪本公園,西螺鎮埤頭77號,雲林縣,西螺鎮,120.4781,23.77415,location_images/埤頭繪本公園.jpg
北港大復戲院,北港鎮博愛路155號,雲林縣,北港鎮,120.3019,23.56991,location_images/北港大復戲院.jpg
斗南分局舊辦公廳舍,斗南鎮中山路170號,雲林縣,斗南鎮,120.4759,23.67789,location_images/斗南分局舊辦公廳舍.jpg
五年千歲公園,褒忠鄉馬鳴村鎮安路31號,雲林縣,褒忠鄉,120.2757,23.69926,location_images/五年千歲公園.jpg
萡子寮喔熊藝術村,四湖鄉萡東村萡子寮,雲林縣,四湖鄉,120.1501,23.63029,location_images/萡子寮喔熊藝術村.jpg
海口庄派出所,台西鄉,雲林縣,臺西鄉,120.1966,23.70081,location_images/海口庄派出所.jpg
瑞春醬油觀光工廠,雲林縣西螺鎮福田里社口68-31號,雲林縣,西螺鎮,120.4297,23.78787,location_images/瑞春醬油觀光工廠.jpg
奶奶的熊毛巾故事館,雲林縣虎尾鎮埒內里84號,雲林縣,虎尾鎮,120.4428,23.72541,location_images/奶奶的熊毛巾故事館.jpg
塔吉特千層蛋糕大使館,雲林縣斗六市榴中里工業路118號,雲林縣,斗六市,120.5975,23.7237,location_images/塔吉特千層蛋糕大使館.jpg
樂耕農室內樂團,雲林縣斗六市棒球十一街99號,雲林縣,斗六市,120.5322,23.71839,location_images/樂耕農室內樂團.jpg
紙農書院-染織紙手創聚落,斗六市雲中街12號,雲林縣,斗六市,120.5401,23.70847,location_images/紙農書院-染織紙手創聚落.jpg
創樂子生活學苑–多肉花藝手作,古坑鄉光昌路247號,雲林縣,古坑鄉,120.5461,23.63142,location_images/創樂子生活學苑–多肉花藝手作.jpg
台灣雲林縣樟湖藍染人文協會_有間靛,古坑鄉樟湖村樟湖28號2樓,雲林縣,古坑鄉,120.6426,23.61861,location_images/台灣雲林縣樟湖藍染人文協會_有間靛.jpg
妙善菩陶藝工作坊,虎尾鎮復興路117-28號,雲林縣,虎尾鎮,120.4292,23.70822,location_images/妙善菩陶藝工作坊.jpg
臺灣工藝之家-瑩的幸福工坊,雲林縣虎尾鎮民主十二路8之1號,雲林縣,虎尾鎮,120.4318,23.70407,location_images/臺灣工藝之家-瑩的幸福工坊.jpg
太原茶莊,虎尾鎮福民路115號,雲林縣,虎尾鎮,120.4349,23.70941,location_images/太原茶莊.jpg
御鼎興純手工柴燒黑豆醬油,西螺鎮安定路171-11號,雲林縣,二崙鄉,120.4281,23.80157,location_images/御鼎興純手工柴燒黑豆醬油.jpg
光明屋獨立書店,北港鎮光明路122號,雲林縣,北港鎮,120.2992,23.56681,location_images/光明屋獨立書店.jpg
玉山碾米廠,斗南鎮新興街33號,雲林縣,斗南鎮,120.4812,23.67505,location_images/玉山碾米廠.jpg
土庫串樓口讀力書屋,土庫鎮文化路8號,雲林縣,土庫鎮,120.3904,23.67553,location_images/土庫串樓口讀力書屋.jpg
東遠碾米廠(第一稻場),649雲林縣二崙鄉民生路126巷35號,雲林縣,二崙鄉,120.4065,23.76605,location_images/東遠碾米廠(第一稻場).jpg
珍．粉紅城堡鹿角村,台灣雲林縣古坑鄉湳仔50號,雲林縣,古坑鄉,120.5375,23.65233,location_images/珍．粉紅城堡鹿角村.jpg
開基斗六媽新興宮,斗六市中正路60號,雲林縣,斗六市,120.5443,23.70887,location_images/開基斗六媽新興宮.jpg
永福寺,斗六市城頂街156號,雲林縣,斗六市,120.5394,23.70663,location_images/永福寺.jpg
斗六福德宮,斗六市成功路2號,雲林縣,斗六市,120.5419,23.7083,location_images/斗六福德宮.jpg
斗六聖玫瑰天主堂,斗六市中華路80號,雲林縣,斗六市,120.5437,23.70848,location_images/斗六聖玫瑰天主堂.jpg
斗六大北勢天聖宮,斗六市長平里長平北路17號,雲林縣,斗六市,120.5049,23.70503,location_images/斗六大北勢天聖宮.jpg
斗六門受天宮,斗六市莊敬路55號,雲林縣,斗六市,120.5501,23.70369,location_images/斗六門受天宮.jpg
林內永安宮,林內鄉烏麻村永安69之1號,雲林縣,林內鄉,120.5822,23.75078,location_images/林內永安宮.jpg
九芎鎮安宮,林內鄉九芎村中央路160號,雲林縣,林內鄉,120.5988,23.74696,location_images/九芎鎮安宮.jpg
林內開復廟,林內鄉成功路48號,雲林縣,林內鄉,120.6154,23.75599,location_images/林內開復廟.jpg
吳厝新興媽祖會,632雲林縣虎尾鎮145縣道,雲林縣,虎尾鎮,120.4256,23.73987,location_images/吳厝新興媽祖會.jpg
虎尾天后宮,虎尾鎮北平路18號,雲林縣,虎尾鎮,120.4296,23.71281,location_images/虎尾天后宮.jpg
虎尾立仁里順天宮,虎尾鎮復興路108號,雲林縣,虎尾鎮,120.4288,23.70825,location_images/虎尾立仁里順天宮.jpg
虎尾興中里帥興宮,虎尾鎮清雲路280號,雲林縣,虎尾鎮,120.4345,23.72508,location_images/虎尾興中里帥興宮.jpg
虎尾福安宮糖廠媽,虎尾鎮新生五路13號,雲林縣,虎尾鎮,120.4362,23.70674,location_images/虎尾福安宮糖廠媽.jpg
虎尾德興宮,虎尾鎮中正路172號,雲林縣,虎尾鎮,120.4326,23.70798,location_images/虎尾德興宮.jpg
埒內拱雲宮,虎尾鎮埒內里174號,雲林縣,虎尾鎮,120.4447,23.72247,location_images/埒內拱雲宮.jpg
西螺魚寮鎮南宮,西螺鎮七座里文和10之2號,雲林縣,西螺鎮,120.4415,23.76818,location_images/西螺魚寮鎮南宮.jpg
西螺新厝弓孝宮伏魔大帝,西螺鎮九隆里新厝九隆路51號,雲林縣,西螺鎮,120.4388,23.7536,location_images/西螺新厝弓孝宮伏魔大帝.jpg
西螺新天宮,西螺鎮平和南路49號,雲林縣,西螺鎮,120.4502,23.78932,location_images/西螺新天宮.jpg
伽藍爺廟,西螺鎮遠東街2巷12號,雲林縣,西螺鎮,120.4568,23.80058,location_images/伽藍爺廟.jpg
社口福天宮,西螺鎮福田里社口88號,雲林縣,西螺鎮,120.44,23.78828,location_images/社口福天宮.jpg
吳厝朝興宮,西螺鎮吳厝里吳厝60號,雲林縣,西螺鎮,120.4213,23.74563,location_images/吳厝朝興宮.jpg
下湳鉢子寺,西螺鎮安南39號,雲林縣,西螺鎮,120.4343,23.76352,location_images/下湳鉢子寺.jpg
溝皂真武殿,北港鎮溝皂里溝皂160號,雲林縣,北港鎮,120.289,23.61186,location_images/溝皂真武殿.jpg
崙仔進興宮,斗南鎮阿丹里崙子76之2號,雲林縣,斗南鎮,120.4939,23.65267,location_images/崙仔進興宮.jpg
土庫都城隍廟,土庫鎮新興里新興9號,雲林縣,土庫鎮,120.3739,23.66363,location_images/土庫都城隍廟.jpg
莿桐天瑤宮,莿桐鄉中山路128號,雲林縣,莿桐鄉,120.5001,23.75787,location_images/莿桐天瑤宮.jpg
甘厝庄天竺寺,莿桐鄉甘厝村215號,雲林縣,莿桐鄉,120.4876,23.75955,location_images/甘厝庄天竺寺.jpg
饒平廣興宮,莿桐鄉饒平村饒平路130號,雲林縣,莿桐鄉,120.519,23.77831,location_images/饒平廣興宮.jpg
田尾賜福宮,二崙鄉田尾村田尾92號,雲林縣,二崙鄉,120.4163,23.75549,location_images/田尾賜福宮.jpg
二崙深坑仔觀音佛祖廟,二崙鄉深坑仔路19號,雲林縣,二崙鄉,120.3923,23.74812,location_images/二崙深坑仔觀音佛祖廟.jpg
元長鰲峯宮,元長鄉元中路70號,雲林縣,元長鄉,120.3138,23.65153,location_images/元長鰲峯宮.jpg
港尾順天宮,崙背鄉港尾村3鄰30號,雲林縣,麥寮鄉,120.2456,23.74845,location_images/港尾順天宮.jpg
豐岡村埔羌崙玫瑰天主堂,大埤鄉豐岡村豐岡49 號,雲林縣,大埤鄉,120.4152,23.66951,location_images/豐岡村埔羌崙玫瑰天主堂.jpg
馬山厝永安宮二太子廟,東勢鄉四美村永安路32之1號,雲林縣,東勢鄉,120.239,23.71547,location_images/馬山厝永安宮二太子廟.jpg
五條港安西府,台西鄉中央路76號,雲林縣,臺西鄉,120.1977,23.7172,location_images/五條港安西府.jpg
蚊港鎮安府,台西鄉蚊港村蚊港130號,雲林縣,臺西鄉,120.2193,23.75545,location_images/蚊港鎮安府.jpg
崙豐進安府,台西鄉崙豐路65號,雲林縣,臺西鄉,120.207,23.72216,location_images/崙豐進安府.jpg
四湖參天宮,四湖鄉湖西村關聖路87號,雲林縣,四湖鄉,120.2243,23.63962,location_images/四湖參天宮.jpg
萡子寮普天宮,四湖鄉箔東村118之1號,雲林縣,四湖鄉,120.1507,23.63009,location_images/萡子寮普天宮.jpg
口湖下崙福安宮,口湖鄉下崙福安路22號,雲林縣,口湖鄉,120.1599,23.61845,location_images/口湖下崙福安宮.jpg
椬梧順天宮,口湖鄉梧南村瑞興街26之3號,雲林縣,口湖鄉,120.1873,23.54456,location_images/椬梧順天宮.jpg
水林通天府,水林鄉水北村廟前路86號,雲林縣,水林鄉,120.2392,23.57458,location_images/水林通天府.jpg
六房天上聖母,每年過爐無固定位址，請查詢「社團法人中華民國六房媽會」,雲林縣,虎尾鎮,120.3961,23.69948,location_images/六房天上聖母.jpg
林內車站,林內鄉林中村中山路42號,雲林縣,林內鄉,120.6128,23.75968,location_images/林內車站.jpg
石龜車站,斗南鎮石龜里,雲林縣,斗南鎮,120.471,23.63954,location_images/石龜車站.jpg
華山遊憩區,古坑鄉華山1之7號,雲林縣,古坑鄉,120.6851,23.59139,location_images/華山遊憩區.jpg
雲林縣蝴蝶故事館,林內鄉坪頂村1號,雲林縣,林內鄉,120.6378,23.75633,location_images/雲林縣蝴蝶故事館.jpg
樂米工坊,土庫鎮建國路35巷3號,雲林縣,土庫鎮,120.3976,23.67886,location_images/樂米工坊.jpg
北港街角藝事館,雲林縣北港鎮,雲林縣,北港鎮,120.2905,23.57534,location_images/北港街角藝事館.jpg
黑矸仔醬油釀製所,黑矸仔醬油釀製作(元長鄉興工街12號),雲林縣,元長鄉,120.3319,23.61336,location_images/黑矸仔醬油釀製所.jpg
憨吉秘塘,雲林縣水林鄉,雲林縣,水林鄉,120.2177,23.53494,location_images/憨吉秘塘.jpg
藍光水塘,雲林縣虎尾鎮,雲林縣,虎尾鎮,120.4173,23.70454,location_images/藍光水塘.jpg
北水南引資源共享碑,655雲林縣元長鄉河堤道路(虎尾-北港),雲林縣,元長鄉,120.3585,23.59903,location_images/北水南引資源共享碑.jpg
黑森林自行車道,654雲林縣四湖鄉海清路93號2,雲林縣,四湖鄉,120.1529,23.65726,location_images/黑森林自行車道.jpg
顏思齊開拓台灣紀念碑,雲林縣北港鎮,雲林縣,北港鎮,120.3014,23.56958,location_images/顏思齊開拓台灣紀念碑.jpg
月光下友善農場,雲林縣麥寮鄉西濱路三段80號,雲林縣,麥寮鄉,120.2521,23.7415,location_images/月光下友善農場.jpg
老土藝術工作室,雲林縣崙背鄉仁愛街42-3號,雲林縣,崙背鄉,120.3514,23.75892,location_images/老土藝術工作室.jpg
鐵支路公園,嘉義縣朴子市八德路上,嘉義縣,朴子市,120.24124,23.46331,location_images/鐵支路公園.jpg
配天宮,嘉義縣朴子市開元路118號,嘉義縣,朴子市,120.2453,23.46776,location_images/配天宮.jpg
梅嶺美術館,嘉義縣朴子市山通路2-9號,嘉義縣,朴子市,120.2533,23.46694,location_images/梅嶺美術館.jpg
布袋遊艇港,嘉義縣布袋鎮順安路168號,嘉義縣,布袋鎮,120.15278,23.38468,location_images/布袋遊艇港.jpg
布袋鹽場,嘉義縣布袋鎮新厝里新厝仔13號,嘉義縣,布袋鎮,120.1694,23.38111,location_images/布袋鹽場.jpg
慈化寺,義竹鄉六桂村220之1號,嘉義縣,義竹鄉,120.24435,23.33428,location_images/慈化寺.jpg
三代木,阿里山森林遊樂區內，阿里山鄉中山村56號。,嘉義縣,阿里山鄉,120.8021,23.5089,location_images/三代木.jpg
阿里山神木,臺灣嘉義縣阿里山遊樂區,嘉義縣,阿里山鄉,120.8069,23.51911,location_images/阿里山神木.jpg
梅園,阿里山森林遊樂區內，阿里山鄉中山村56號。,嘉義縣,阿里山鄉,120.8021,23.5089,location_images/梅園.jpg
沼平公園,阿里山森林遊樂區內,嘉義縣,阿里山鄉,120.8614,23.45003,location_images/沼平公園.jpg
中央廣播電台民雄分台日式宿舍區,嘉義縣民雄鄉民權路52、54、56、58、60、62、66、68、70、72等10戶6棟日式宿舍。,嘉義縣,民雄鄉,120.42952,23.56098,location_images/中央廣播電台民雄分台日式宿舍區.jpg
縣定古蹟樹靈塔,嘉義縣阿里山遊樂區內,嘉義縣,阿里山鄉,120.8039,23.51025,location_images/縣定古蹟樹靈塔.jpg
縣定古蹟琴山河合博士旌功碑,嘉義縣阿里山遊樂區內,嘉義縣,阿里山鄉,120.808,23.51726,location_images/縣定古蹟琴山河合博士旌功碑.jpg
蒜頭糖廠五分車站,嘉義縣六腳鄉工廠村1號,嘉義縣,六腳鄉,120.29898,23.47875,location_images/蒜頭糖廠五分車站.jpg
生力農場,嘉義縣番路鄉公田村隙頂9-2號,嘉義縣,番路鄉,120.66441,23.43167,location_images/生力農場.jpg
達邦遊客中心與鄒族自然文化中心,嘉義縣阿里山鄉達邦村1鄰6號,嘉義縣,阿里山鄉,120.74884,23.45398,location_images/達邦遊客中心與鄒族自然文化中心.jpg
旺萊山鳳梨文化園區,嘉義縣民雄鄉三興村陳厝寮1-3號,嘉義縣,民雄鄉,120.48003,23.55318,location_images/旺萊山鳳梨文化園區.jpg
達娜伊谷生態園區,阿里山鄉山美村3鄰51號,嘉義縣,阿里山鄉,120.6775,23.38301,location_images/達娜伊谷生態園區.jpg
禪林寺,嘉義縣梅山鄉圳北村圳頭20-1號,嘉義縣,梅山鄉,120.5639,23.58108,location_images/禪林寺.jpg
竹崎親水公園,嘉義縣竹崎鄉竹崎村中華路,嘉義縣,竹崎鄉,120.5469,23.5241,location_images/竹崎親水公園.jpg
德源禪寺,嘉義縣竹崎鄉義仁村下寮仔41號,嘉義縣,竹崎鄉,120.5135,23.49683,location_images/德源禪寺.jpg
樹木銀行,臺灣嘉義縣番路鄉阿里山公路,嘉義縣,番路鄉,120.559,23.45321,location_images/樹木銀行.jpg
縣定古蹟紫雲寺,嘉義縣番路鄉民和村半天岩6號,嘉義縣,番路鄉,120.59534,23.46231,location_images/縣定古蹟紫雲寺.jpg
天長地久橋,嘉義縣番路鄉觸口村,嘉義縣,番路鄉,120.60812,23.43878,location_images/天長地久橋.jpg
龍隱寺,嘉義縣番路鄉觸口村1號,嘉義縣,番路鄉,120.607,23.43858,location_images/龍隱寺.jpg
東洋棕梠湖高爾夫球場,番路鄉新福村第三農場24號,嘉義縣,番路鄉,120.53616,23.46413,location_images/東洋棕梠湖高爾夫球場.jpg
仁義潭水庫,嘉義縣番路鄉新福村大庄28號之1,嘉義縣,番路鄉,120.5121,23.46068,location_images/仁義潭水庫.jpg
仙井瀑布,嘉義縣番路鄉公田村阿里山公路,嘉義縣,番路鄉,120.64065,23.43483,location_images/仙井瀑布.jpg
半天岩,嘉義縣番路鄉民和村岩仔6號,嘉義縣,番路鄉,120.59315,23.46225,location_images/半天岩.jpg
大埔老街,大埔鄉,嘉義縣,大埔鄉,120.5936,23.29476,location_images/大埔老街.jpg
北極殿,臺灣嘉義縣大埔鄉嘉144鄉道,嘉義縣,大埔鄉,120.5942,23.2991,location_images/北極殿.jpg
石硦林場,嘉義縣中埔鄉桶頭山,嘉義縣,中埔鄉,120.57072,23.4071,location_images/石硦林場.jpg
豐山生態園區,嘉義縣中埔鄉深坑村埔頂18號,嘉義縣,中埔鄉,120.5078,23.39014,location_images/豐山生態園區.jpg
大林糖廠,嘉義縣大林鎮大糖里399號,嘉義縣,大林鎮,120.4574,23.61127,location_images/大林糖廠.jpg
隆天宮,嘉義縣大林鎮義和里15號,嘉義縣,大林鎮,120.4833,23.61622,location_images/隆天宮.jpg
