title,image,area_1,area_2,latitude,longitude,address
國立臺灣博物館,/hotspots/taiwan_img/國立臺灣博物館.jpg,臺北市,中正區,25.042754,121.51503,臺北市中正區襄陽路2號
臺北信義-聚焦國際的時尚之城,/hotspots/taiwan_img/臺北信義-聚焦國際的時尚之城.jpg,臺北市,信義區,25.035547,121.56712,臺北市信義區
芝山文化生態綠園,/hotspots/taiwan_img/芝山文化生態綠園.jpg,臺北市,士林區,25.104276,121.53192,臺北市士林區雨聲街120號
西門紅樓,/hotspots/taiwan_img/西門紅樓.jpg,臺北市,萬華區,25.042013,121.50685,臺北市萬華區成都路10號
國立臺灣科學教育館,/hotspots/taiwan_img/國立臺灣科學教育館.jpg,臺北市,士林區,25.096188,121.51674,臺北市士林區士商路189號
內雙溪自然中心藥用植物園,/hotspots/taiwan_img/內雙溪自然中心藥用植物園.jpg,臺北市,士林區,25.115614,121.57691,臺北市士林區至善路三段150巷27號
臺北小巨蛋,/hotspots/taiwan_img/臺北小巨蛋.jpg,臺北市,松山區,25.051102,121.54985,臺北市松山區南京東路四段2號
臺北二二八和平公園,/hotspots/taiwan_img/臺北二二八和平公園.jpg,臺北市,中正區,25.041825,121.51498,臺北市中正區凱達格蘭大道3號
國史館,/hotspots/taiwan_img/國史館.jpg,臺北市,中正區,25.039994,121.51081,臺北市中正區長沙街一段2號
陽明書屋,/hotspots/taiwan_img/陽明書屋.jpg,臺北市,北投區,25.161627,121.53893,臺北市北投區中興路12號
臺北市立天文科學教育館,/hotspots/taiwan_img/臺北市立天文科學教育館.jpg,臺北市,士林區,25.095833,121.51833,臺北市士林區基河路363號
林安泰古厝民俗文物館,/hotspots/taiwan_img/林安泰古厝民俗文物館.jpg,臺北市,中山區,25.071749,121.53035,臺北市中山區濱江街5號
臺北當代藝術館,/hotspots/taiwan_img/臺北當代藝術館.jpg,臺北市,大同區,25.050729,121.51897,臺北市大同區長安西路39號
臺北霞海城隍廟,/hotspots/taiwan_img/臺北霞海城隍廟.jpg,臺北市,大同區,25.055649,121.51014,臺北市大同區迪化街一段61號
臺北偶戲館,/hotspots/taiwan_img/臺北偶戲館.jpg,臺北市,松山區,25.047736,121.56136,臺北市松山區市民大道五段99號2樓
碧山巖開漳聖王廟,/hotspots/taiwan_img/碧山巖開漳聖王廟.jpg,臺北市,內湖區,25.097074,121.58771,臺北市內湖區碧山路24號
自來水園區-自來水博物館,/hotspots/taiwan_img/自來水園區-自來水博物館.jpg,臺北市,中正區,25.012516,121.53,臺北市中正區思源街1號
順益臺灣原住民博物館,/hotspots/taiwan_img/順益臺灣原住民博物館.jpg,臺北市,士林區,25.100956,121.55198,臺北市士林區至善路二段282號
臺北探索館,/hotspots/taiwan_img/臺北探索館.jpg,臺北市,信義區,25.037524,121.56381,臺北市信義區市府路1號
臺北市立美術館,/hotspots/taiwan_img/臺北市立美術館.jpg,臺北市,中山區,25.072411,121.52481,臺北市中山區中山北路三段181號
大佳碼頭,/hotspots/taiwan_img/大佳碼頭.jpg,臺北市,中山區,25.076183,121.5374,臺北市中山區大佳碼頭
國立臺灣藝術教育館,/hotspots/taiwan_img/國立臺灣藝術教育館.jpg,臺北市,中正區,25.032319,121.51206,臺北市中正區南海路47號
華山1914文化創意產業園區,/hotspots/taiwan_img/華山1914文化創意產業園區.jpg,臺北市,中正區,25.04413,121.52939,臺北市中正區八德路一段1號
陽明山中山樓,/hotspots/taiwan_img/陽明山中山樓.jpg,臺北市,北投區,25.155618,121.55265,臺北市北投區陽明路二段15號
北投圖書館,/hotspots/taiwan_img/北投圖書館.jpg,臺北市,北投區,25.136524,121.50637,臺北市北投區光明路251號
陽明山溫泉區_小油坑,/hotspots/taiwan_img/陽明山溫泉區_小油坑.jpg,臺北市,北投區,25.176662,121.5471,臺北市北投區竹子湖路69號
光點台北,/hotspots/taiwan_img/光點台北.jpg,臺北市,中山區,25.053279,121.52216,臺北市中山區中山北路二段18號
臺北市立兒童新樂園,/hotspots/taiwan_img/臺北市立兒童新樂園.jpg,臺北市,士林區,25.097235,121.51494,臺北市士林區承德路五段55號
臺北大縱走路線,/hotspots/taiwan_img/臺北大縱走路線.jpg,臺北市,北投區,25.12563,121.4671,臺北市北投區大度路3段296巷51號 捷運關渡站（第一段路線起點）
九份,/hotspots/taiwan_img/九份.jpg,新北市,瑞芳區,25.109819,121.84341,新北市瑞芳區基山街、輕便路、汽車路、豎崎路一帶
淡水老街,/hotspots/taiwan_img/淡水老街.jpg,新北市,淡水區,25.171038,121.43895,新北市淡水區中正路
野柳地質公園,/hotspots/taiwan_img/野柳地質公園.jpg,新北市,萬里區,25.20529,121.68992,新北市萬里區港東路167-1號
烏來,/hotspots/taiwan_img/烏來.jpg,新北市,烏來區,24.864935,121.55198,新北市烏來區烏來街45-1號
十分風景特定區,/hotspots/taiwan_img/十分風景特定區.jpg,新北市,平溪區,25.047389,121.78285,新北市平溪區十分風景特定區
碧潭風景區,/hotspots/taiwan_img/碧潭風景區.jpg,新北市,新店區,24.956896,121.53699,新北市新店區新店路
福隆海水浴場,/hotspots/taiwan_img/福隆海水浴場.jpg,新北市,貢寮區,25.021998,121.94315,新北市貢寮區福隆街40號
金山,/hotspots/taiwan_img/金山.jpg,新北市,金山區,25.223244,121.64449,新北市金山區
淡水紅毛城,/hotspots/taiwan_img/淡水紅毛城.jpg,新北市,淡水區,25.175238,121.43317,新北市淡水區中正路28巷1號
三峽老街,/hotspots/taiwan_img/三峽老街.jpg,新北市,三峽區,24.934516,121.37029,新北市三峽區民權街
平溪,/hotspots/taiwan_img/平溪.jpg,新北市,平溪區,25.026689,121.73819,新北市平溪區平溪街45號
淡水漁人碼頭,/hotspots/taiwan_img/淡水漁人碼頭.jpg,新北市,淡水區,25.183009,121.4121,新北市淡水區觀海路
東北角及宜蘭海岸國家風景區-福隆遊客中心,/hotspots/taiwan_img/東北角及宜蘭海岸國家風景區-福隆遊客中心.jpg,新北市,貢寮區,25.017177,121.94255,新北市貢寮區興隆街36號
白沙灣,/hotspots/taiwan_img/白沙灣.jpg,新北市,石門區,25.284314,121.5172,新北市石門區德茂里下員坑
鶯歌,/hotspots/taiwan_img/鶯歌.jpg,新北市,鶯歌區,24.954492,121.3552,新北市鶯歌區
野柳海洋世界,/hotspots/taiwan_img/野柳海洋世界.jpg,新北市,萬里區,25.205308,121.69117,新北市萬里區港東路167-3號
八里左岸,/hotspots/taiwan_img/八里左岸.jpg,新北市,八里區,25.160845,121.43003,新北市八里區觀海大道36號
北海岸及觀音山國家風景區-白沙灣遊客中心,/hotspots/taiwan_img/北海岸及觀音山國家風景區-白沙灣遊客中心.jpg,新北市,石門區,25.282997,121.51885,新北市石門區德茂里下員坑33-6號
南雅,/hotspots/taiwan_img/南雅.jpg,新北市,瑞芳區,25.121805,121.88689,新北市瑞芳區南雅路
烏來溫泉,/hotspots/taiwan_img/烏來溫泉.jpg,新北市,烏來區,24.863401,121.55033,新北市烏來區
鼻頭角,/hotspots/taiwan_img/鼻頭角.jpg,新北市,瑞芳區,25.123949,121.92162,新北市瑞芳區鼻頭路
草嶺古道,/hotspots/taiwan_img/草嶺古道.jpg,新北市,貢寮區,24.990007,121.92537,新北市貢寮區
龍門露營渡假基地（龍門露營區）,/hotspots/taiwan_img/龍門露營渡假基地（龍門露營區）.jpg,新北市,貢寮區,25.018985,121.9386,新北市貢寮區興隆街100號
滿月圓國家森林遊樂區,/hotspots/taiwan_img/滿月圓國家森林遊樂區.jpg,新北市,三峽區,24.830391,121.4447,新北市三峽區
十三行博物館,/hotspots/taiwan_img/十三行博物館.jpg,新北市,八里區,25.156873,121.40485,新北市八里區博物館路200號
龍洞南口海洋公園（龍洞四季灣）,/hotspots/taiwan_img/龍洞南口海洋公園（龍洞四季灣）.jpg,新北市,貢寮區,25.1018,121.9182,新北市貢寮區和美街48號
內洞國家森林遊樂區,/hotspots/taiwan_img/內洞國家森林遊樂區.jpg,新北市,烏來區,24.827958,121.52632,新北市烏來區娃娃谷46號
龍洞灣海洋公園,/hotspots/taiwan_img/龍洞灣海洋公園.jpg,新北市,貢寮區,25.117992,121.91739,新北市貢寮區龍洞街63-8號
大板根森林溫泉渡假村,/hotspots/taiwan_img/大板根森林溫泉渡假村.jpg,新北市,三峽區,24.870996,121.40689,新北市三峽區插角里79號
金山老街（金包里老街）,/hotspots/taiwan_img/金山老街（金包里老街）.jpg,新北市,金山區,25.221824,121.63826,新北市金山區金包里街
十八王公廟,/hotspots/taiwan_img/十八王公廟.jpg,新北市,石門區,25.291889,121.58637,新北市石門區乾華里阿里磅1-1號
淡水金色水岸,/hotspots/taiwan_img/淡水金色水岸.jpg,新北市,淡水區,25.168909,121.44145,新北市淡水區環河道路
三峽清水祖師廟,/hotspots/taiwan_img/三峽清水祖師廟.jpg,新北市,三峽區,24.934,121.37023,新北市三峽區長福街1號
金山溫泉,/hotspots/taiwan_img/金山溫泉.jpg,新北市,金山區,25.214771,121.6444,新北市金山區
新北瑞芳-水金九地區礦山秘境,/hotspots/taiwan_img/新北瑞芳-水金九地區礦山秘境.jpg,新北市,瑞芳區,25.109819,121.84341,新北市瑞芳區
坪林茶業博物館,/hotspots/taiwan_img/坪林茶業博物館.jpg,新北市,坪林區,24.934428,121.713,新北市坪林區水聳淒坑19-1號
深坑老街,/hotspots/taiwan_img/深坑老街.jpg,新北市,深坑區,25.001691,121.61473,新北市深坑區深坑街
藍灣海濱休憩園區（鹽寮海濱公園）,/hotspots/taiwan_img/藍灣海濱休憩園區（鹽寮海濱公園）.jpg,新北市,貢寮區,25.041225,121.92644,新北市貢寮區研海街45號
石門洞,/hotspots/taiwan_img/石門洞.jpg,新北市,石門區,25.295802,121.56842,新北市石門區崁子腳
法鼓山,/hotspots/taiwan_img/法鼓山.jpg,新北市,金山區,25.239827,121.61489,新北市金山區三界里法鼓路555號
鶯歌陶瓷博物館,/hotspots/taiwan_img/鶯歌陶瓷博物館.jpg,新北市,鶯歌區,24.949251,121.35203,新北市鶯歌區文化路200號
烏來泰雅民族博物館,/hotspots/taiwan_img/烏來泰雅民族博物館.jpg,新北市,烏來區,24.86409,121.5515,新北市烏來區烏來街12號
三貂角,/hotspots/taiwan_img/三貂角.jpg,新北市,貢寮區,25.0101,122.00146,新北市貢寮區
女王頭,/hotspots/taiwan_img/女王頭.jpg,新北市,萬里區,25.208802,121.6931,新北市萬里區野柳地質公園
黃金博物館,/hotspots/taiwan_img/黃金博物館.jpg,新北市,瑞芳區,25.107534,121.85789,新北市瑞芳區金瓜石金光路8號
富貴角燈塔,/hotspots/taiwan_img/富貴角燈塔.jpg,新北市,石門區,25.298555,121.53665,新北市石門區
八里風帆碼頭,/hotspots/taiwan_img/八里風帆碼頭.jpg,新北市,八里區,25.163736,121.42275,新北市八里區忠五街
鄞山寺,/hotspots/taiwan_img/鄞山寺.jpg,新北市,淡水區,25.169174,121.44853,新北市淡水區鄧公路15號
淡水紅樹林自然保留區,/hotspots/taiwan_img/淡水紅樹林自然保留區.jpg,新北市,淡水區,25.156302,121.45655,新北市淡水區
鄧麗君墓園（筠園）,/hotspots/taiwan_img/鄧麗君墓園（筠園）.jpg,新北市,金山區,25.247949,121.6017,新北市金山區西勢湖18號
富貴角,/hotspots/taiwan_img/富貴角.jpg,新北市,石門區,25.298298,121.53759,新北市石門區
林本源園邸（板橋林家花園）,/hotspots/taiwan_img/林本源園邸（板橋林家花園）.jpg,新北市,板橋區,25.011119,121.45459,新北市板橋區西門街9號
朱銘美術館,/hotspots/taiwan_img/朱銘美術館.jpg,新北市,金山區,25.246442,121.61121,新北市金山區西勢湖2號
雲仙樂園,/hotspots/taiwan_img/雲仙樂園.jpg,新北市,烏來區,24.845199,121.55391,新北市烏來區瀑布路1-1號
三貂角燈塔,/hotspots/taiwan_img/三貂角燈塔.jpg,新北市,貢寮區,25.007551,122.00189,新北市貢寮區馬崗街38號
萊萊,/hotspots/taiwan_img/萊萊.jpg,新北市,貢寮區,25.002965,122.0036,新北市貢寮區
理學堂大書院（牛津學堂）,/hotspots/taiwan_img/理學堂大書院（牛津學堂）.jpg,新北市,淡水區,25.17602,121.43448,新北市淡水區真理街32號（真理大學）
鼻頭角燈塔,/hotspots/taiwan_img/鼻頭角燈塔.jpg,新北市,瑞芳區,25.128762,121.92346,新北市瑞芳區鼻頭路
淺水灣,/hotspots/taiwan_img/淺水灣.jpg,新北市,三芝區,25.251475,121.46991,新北市三芝區淡金公路（省道臺2線）14.5-16.5公里處
世界宗教博物館,/hotspots/taiwan_img/世界宗教博物館.jpg,新北市,永和區,25.008066,121.50783,新北市永和區中山路一段236號7樓
淡水港燈塔,/hotspots/taiwan_img/淡水港燈塔.jpg,新北市,淡水區,25.177194,121.42011,新北市淡水區中正路一段87巷
老梅綠石槽,/hotspots/taiwan_img/老梅綠石槽.jpg,新北市,石門區,25.292439,121.54471,新北市石門區老梅社區沿海
許新旺陶瓷紀念博物館,/hotspots/taiwan_img/許新旺陶瓷紀念博物館.jpg,新北市,鶯歌區,24.950892,121.34785,新北市鶯歌區尖山埔路81號
野柳燈塔,/hotspots/taiwan_img/野柳燈塔.jpg,新北市,萬里區,25.213567,121.69724,新北市萬里區野柳地質公園
舊草嶺隧道,/hotspots/taiwan_img/舊草嶺隧道.jpg,新北市,貢寮區,25.003945,121.95834,新北市貢寮區
富基漁港,/hotspots/taiwan_img/富基漁港.jpg,新北市,石門區,25.292634,121.5353,新北市石門區富基里
石門婚紗廣場,/hotspots/taiwan_img/石門婚紗廣場.jpg,新北市,石門區,25.287481,121.53149,新北市石門區（臺2線24.3公里處）
櫻木花道,/hotspots/taiwan_img/櫻木花道.jpg,新北市,三芝區,25.248546,121.47742,新北市三芝區大湖路
石門風箏公園,/hotspots/taiwan_img/石門風箏公園.jpg,新北市,石門區,25.289701,121.54871,新北市石門區老梅社區老梅溪旁
硬漢嶺,/hotspots/taiwan_img/硬漢嶺.jpg,新北市,八里區,25.128385,121.42431,新北市八里區
北海岸及觀音山國家風景區-觀音山遊客中心,/hotspots/taiwan_img/北海岸及觀音山國家風景區-觀音山遊客中心.jpg,新北市,五股區,25.129535,121.41802,新北市五股區凌雲路三段130號
獅頭山公園,/hotspots/taiwan_img/獅頭山公園.jpg,新北市,金山區,25.225251,121.64857,新北市金山區磺港路171-2號
觀音山猛禽展示館,/hotspots/taiwan_img/觀音山猛禽展示館.jpg,新北市,五股區,25.129446,121.41817,新北市五股區凌雲路三段130號
觀音山生態園區及林梢步道,/hotspots/taiwan_img/觀音山生態園區及林梢步道.jpg,新北市,五股區,25.12815,121.41998,新北市五股區凌雲路三段130號
北海岸及觀音山國家風景區-金山遊客中心,/hotspots/taiwan_img/北海岸及觀音山國家風景區-金山遊客中心.jpg,新北市,金山區,25.223244,121.64449,新北市金山區磺港路171-2號
基隆市廟口小吃,/hotspots/taiwan_img/基隆市廟口小吃.jpg,基隆市,仁愛區,25.12831,121.74358,基隆市仁愛區仁三路
和平島公園,/hotspots/taiwan_img/和平島公園.jpg,基隆市,中正區,25.160629,121.76384,基隆市中正區平一路360號
外木山情人湖濱海大道,/hotspots/taiwan_img/外木山情人湖濱海大道.jpg,基隆市,中山區,25.163322,121.7271,基隆市中山區湖海路一段
碧砂漁港,/hotspots/taiwan_img/碧砂漁港.jpg,基隆市,中正區,25.147141,121.78629,基隆市中正區北寧路
中正公園,/hotspots/taiwan_img/中正公園.jpg,基隆市,中正區,25.133294,121.75064,基隆市中正區壽山路
八斗子海濱公園 / 望幽谷,/hotspots/taiwan_img/八斗子海濱公園 _ 望幽谷.jpg,基隆市,中正區,25.143584,121.79962,基隆市中正區八斗街
潮境公園,/hotspots/taiwan_img/潮境公園.jpg,基隆市,中正區,25.144125,121.80339,基隆市中正區北寧路369巷
二沙灣砲臺（海門天險）,/hotspots/taiwan_img/二沙灣砲臺（海門天險）.jpg,基隆市,中正區,25.137668,121.75742,基隆市中正區壽山路
基隆港,/hotspots/taiwan_img/基隆港.jpg,基隆市,仁愛區,25.131022,121.74134,基隆市仁愛區忠一路
基隆嶼,/hotspots/taiwan_img/基隆嶼.jpg,基隆市,中正區,25.192753,121.78721,基隆市中正區基隆嶼
大武崙砲臺,/hotspots/taiwan_img/大武崙砲臺.jpg,基隆市,安樂區,25.158659,121.70934,基隆市安樂區基金一路208巷19號
白米甕砲臺（荷蘭城）,/hotspots/taiwan_img/白米甕砲臺（荷蘭城）.jpg,基隆市,中山區,25.155556,121.74304,基隆市中山區光華路37巷
基隆燈塔,/hotspots/taiwan_img/基隆燈塔.jpg,基隆市,中山區,25.155277,121.74761,基隆市中山區光華路
國立海洋科技博物館,/hotspots/taiwan_img/國立海洋科技博物館.jpg,基隆市,中正區,25.140044,121.79883,基隆市中正區北寧路367號
陽明海洋文化藝術館,/hotspots/taiwan_img/陽明海洋文化藝術館.jpg,基隆市,仁愛區,25.132626,121.73999,基隆市仁愛區港西街4號
球子山燈塔,/hotspots/taiwan_img/球子山燈塔.jpg,基隆市,中山區,25.14625,121.74392,基隆市中山區中山三路103巷
彭佳嶼燈塔,/hotspots/taiwan_img/彭佳嶼燈塔.jpg,基隆市,中正區,25.628805,122.07948,基隆市中正區彭佳嶼
北海岸及觀音山國家風景區-和平島遊客中心,/hotspots/taiwan_img/北海岸及觀音山國家風景區-和平島遊客中心.jpg,基隆市,中正區,25.160629,121.76384,基隆市中正區平一路360號
基隆島燈塔,/hotspots/taiwan_img/基隆島燈塔.jpg,基隆市,中正區,25.192905,121.78656,基隆市中正區基隆嶼
明池森林遊樂區,/hotspots/taiwan_img/明池森林遊樂區.jpg,宜蘭縣,大同鄉,24.650911,121.47151,宜蘭縣大同鄉英士村明池山莊1號
龜山島,/hotspots/taiwan_img/龜山島.jpg,宜蘭縣,頭城鎮,24.842373,121.95015,宜蘭縣頭城鎮海岸以東約10公里處
礁溪溫泉,/hotspots/taiwan_img/礁溪溫泉.jpg,宜蘭縣,礁溪鄉,24.831013,121.77596,宜蘭縣礁溪鄉公園路16號
棲蘭森林遊樂區,/hotspots/taiwan_img/棲蘭森林遊樂區.jpg,宜蘭縣,大同鄉,24.580278,121.49212,宜蘭縣大同鄉泰雅路四段6號‎
北關海潮公園,/hotspots/taiwan_img/北關海潮公園.jpg,宜蘭縣,頭城鎮,24.912555,121.87762,宜蘭縣頭城鎮濱海路四段10號
太平山國家森林遊樂區,/hotspots/taiwan_img/太平山國家森林遊樂區.jpg,宜蘭縣,大同鄉,24.497724,121.53503,宜蘭縣大同鄉
冬山河親水公園,/hotspots/taiwan_img/冬山河親水公園.jpg,宜蘭縣,五結鄉,24.672993,121.81581,宜蘭縣五結鄉親河路二段2號
南方澳,/hotspots/taiwan_img/南方澳.jpg,宜蘭縣,蘇澳鎮,24.584472,121.86452,宜蘭縣蘇澳鎮
蘇澳冷泉,/hotspots/taiwan_img/蘇澳冷泉.jpg,宜蘭縣,蘇澳鎮,24.599312,121.84989,宜蘭縣蘇澳鎮冷泉路6-4號
大里,/hotspots/taiwan_img/大里.jpg,宜蘭縣,頭城鎮,24.966766,121.92253,宜蘭縣頭城鎮大里
羅東運動公園,/hotspots/taiwan_img/羅東運動公園.jpg,宜蘭縣,羅東鎮,24.682918,121.75319,宜蘭縣羅東鎮公正路666號
福山植物園,/hotspots/taiwan_img/福山植物園.jpg,宜蘭縣,員山鄉,24.756418,121.59463,宜蘭縣員山鄉湖西村雙埤路福山1號
大里天公廟,/hotspots/taiwan_img/大里天公廟.jpg,宜蘭縣,頭城鎮,24.969631,121.92528,宜蘭縣頭城鎮濱海路七段33號
鳩之澤溫泉,/hotspots/taiwan_img/鳩之澤溫泉.jpg,宜蘭縣,大同鄉,24.545377,121.50818,宜蘭縣大同鄉
五峰旗風景特定區,/hotspots/taiwan_img/五峰旗風景特定區.jpg,宜蘭縣,礁溪鄉,24.834224,121.747,宜蘭縣礁溪鄉五峰路
東北角及宜蘭海岸國家風景區-大里遊客中心,/hotspots/taiwan_img/東北角及宜蘭海岸國家風景區-大里遊客中心.jpg,宜蘭縣,頭城鎮,24.969436,121.92409,宜蘭縣頭城鎮濱海路七段11號
國立傳統藝術中心,/hotspots/taiwan_img/國立傳統藝術中心.jpg,宜蘭縣,五結鄉,24.685587,121.82405,宜蘭縣五結鄉五濱路二段201號
武荖坑風景區,/hotspots/taiwan_img/武荖坑風景區.jpg,宜蘭縣,蘇澳鎮,24.610609,121.81446,宜蘭縣蘇澳鎮武荖坑路75號
宜蘭礁溪-溫泉養生樂活小城,/hotspots/taiwan_img/宜蘭礁溪-溫泉養生樂活小城.jpg,宜蘭縣,礁溪鄉,24.827236,121.77516,宜蘭縣礁溪鄉
大溪蜜月灣,/hotspots/taiwan_img/大溪蜜月灣.jpg,宜蘭縣,頭城鎮,24.932897,121.88576,宜蘭縣頭城鎮合興路66號
蘇澳燈塔,/hotspots/taiwan_img/蘇澳燈塔.jpg,宜蘭縣,蘇澳鎮,24.600002,121.88464,宜蘭縣蘇澳鎮北方澳
宜蘭昭應宮,/hotspots/taiwan_img/宜蘭昭應宮.jpg,宜蘭縣,宜蘭市,24.757591,121.75281,宜蘭縣宜蘭市中山路三段106號
仁山植物園,/hotspots/taiwan_img/仁山植物園.jpg,宜蘭縣,冬山鄉,24.624591,121.75942,宜蘭縣冬山鄉新寮路500號
吳沙故居,/hotspots/taiwan_img/吳沙故居.jpg,宜蘭縣,礁溪鄉,24.788251,121.75933,宜蘭縣礁溪鄉北門巷39號
壯圍沙丘生態園區,/hotspots/taiwan_img/壯圍沙丘生態園區.jpg,宜蘭縣,壯圍鄉,24.737245,121.8201,宜蘭縣壯圍鄉壯濱路二段196巷18號
中興文化創意園區,/hotspots/taiwan_img/中興文化創意園區.jpg,宜蘭縣,五結鄉,24.694236,121.77163,宜蘭縣五結鄉中正路二段6-8號
礁溪溫泉公園,/hotspots/taiwan_img/礁溪溫泉公園.jpg,宜蘭縣,礁溪鄉,24.831013,121.77596,宜蘭縣礁溪鄉公園路16號
羅東林業文化園區,/hotspots/taiwan_img/羅東林業文化園區.jpg,宜蘭縣,羅東鎮,24.684278,121.77235,宜蘭縣羅東鎮中正北路118號
綠舞莊園日式主題遊樂區,/hotspots/taiwan_img/綠舞莊園日式主題遊樂區.jpg,宜蘭縣,五結鄉,24.70324,121.82083,宜蘭縣五結鄉五濱路二段459號
拉拉山,/hotspots/taiwan_img/拉拉山.jpg,桃園市,復興區,24.703442,121.42263,桃園市復興區
石門水庫,/hotspots/taiwan_img/石門水庫.jpg,桃園市,大溪區,24.81147,121.2476,桃園市大溪區復興里環湖路一段68號
大溪老街,/hotspots/taiwan_img/大溪老街.jpg,桃園市,大溪區,24.885186,121.28747,桃園市大溪區和平路、中山路
小人國主題樂園,/hotspots/taiwan_img/小人國主題樂園.jpg,桃園市,龍潭區,24.831524,121.18728,桃園市龍潭區高原路891號
角板山公園,/hotspots/taiwan_img/角板山公園.jpg,桃園市,復興區,24.813974,121.35068,桃園市復興區中正路133-1號
慈湖,/hotspots/taiwan_img/慈湖.jpg,桃園市,大溪區,24.840348,121.29428,桃園市大溪區復興路一段1097號
小烏來風景特定區,/hotspots/taiwan_img/小烏來風景特定區.jpg,桃園市,復興區,24.791157,121.37651,桃園市復興區下宇內4-6號
新屋綠色走廊,/hotspots/taiwan_img/新屋綠色走廊.jpg,桃園市,新屋區,24.969406,121.01238,桃園市新屋區
東眼山國家森林遊樂區,/hotspots/taiwan_img/東眼山國家森林遊樂區.jpg,桃園市,復興區,24.82511,121.41761,桃園市復興區
埔心牧場,/hotspots/taiwan_img/埔心牧場.jpg,桃園市,楊梅區,24.925942,121.17637,桃園市楊梅區高榮里幼獅路一段439號
大溪花海農場,/hotspots/taiwan_img/大溪花海農場.jpg,桃園市,大溪區,24.842303,121.29121,桃園市大溪區復興路一段1093巷27號
桃園大溪-獨一無二總統鎮,/hotspots/taiwan_img/桃園大溪-獨一無二總統鎮.jpg,桃園市,大溪區,24.885501,121.28727,桃園市大溪區
虎頭山公園,/hotspots/taiwan_img/虎頭山公園.jpg,桃園市,桃園區,25.00177,121.33093,桃園市桃園區公園路42號
龍潭觀光大池,/hotspots/taiwan_img/龍潭觀光大池.jpg,桃園市,龍潭區,24.861704,121.21004,桃園市龍潭區
白沙岬燈塔,/hotspots/taiwan_img/白沙岬燈塔.jpg,桃園市,觀音區,25.041313,121.07624,桃園市觀音區新坡下16號
爺亨梯田,/hotspots/taiwan_img/爺亨梯田.jpg,桃園市,復興區,24.67529,121.37287,桃園市復興區爺亨道路
竹圍漁港,/hotspots/taiwan_img/竹圍漁港.jpg,桃園市,大園區,25.116855,121.24415,桃園市大園區沙崙里1鄰漁港路451巷25號
永安漁港,/hotspots/taiwan_img/永安漁港.jpg,桃園市,新屋區,24.987943,121.01492,桃園市新屋區中山西路三段1165號
小烏來天空步道,/hotspots/taiwan_img/小烏來天空步道.jpg,桃園市,復興區,24.790636,121.37516,桃園市復興區義盛里42號
三坑老街,/hotspots/taiwan_img/三坑老街.jpg,桃園市,龍潭區,24.843865,121.24799,桃園市龍潭區三坑子
大溪橋,/hotspots/taiwan_img/大溪橋.jpg,桃園市,大溪區,24.885101,121.2826,桃園市大溪區瑞安路一段273號
大溪老茶廠,/hotspots/taiwan_img/大溪老茶廠.jpg,桃園市,大溪區,24.830647,121.32838,桃園市大溪區復興路二段732巷80號
觀音濱海遊憩區,/hotspots/taiwan_img/觀音濱海遊憩區.jpg,桃園市,觀音區,25.044734,121.07598,桃園市觀音區
富岡老街,/hotspots/taiwan_img/富岡老街.jpg,桃園市,楊梅區,24.936328,121.08243,桃園市楊梅區中正路、信義街、民生街
巴陵古道生態園區,/hotspots/taiwan_img/巴陵古道生態園區.jpg,桃園市,復興區,24.679591,121.38315,桃園市復興區華陵村7鄰29號
福源老茶廠,/hotspots/taiwan_img/福源老茶廠.jpg,桃園市,龍潭區,24.863046,121.19349,桃園市龍潭區竹龍路590巷56號
大溪中正公園,/hotspots/taiwan_img/大溪中正公園.jpg,桃園市,大溪區,24.883883,121.28482,桃園市大溪區普濟路
范姜老屋群,/hotspots/taiwan_img/范姜老屋群.jpg,桃園市,新屋區,24.976194,121.10444,桃園市新屋區中正路110巷1、2、3、6、9號
郭元益糕餅博物館,/hotspots/taiwan_img/郭元益糕餅博物館.jpg,桃園市,楊梅區,24.928922,121.16736,桃園市楊梅區幼獅工業區青年路9巷3號
稻米故事館,/hotspots/taiwan_img/稻米故事館.jpg,桃園市,新屋區,24.972325,121.10758,桃園市新屋區中華路242號
圳頭里軍史公園,/hotspots/taiwan_img/圳頭里軍史公園.jpg,桃園市,大園區,25.093407,121.19671,桃園市大園區古亭路
峨眉湖,/hotspots/taiwan_img/峨眉湖.jpg,新竹縣,峨眉鄉,24.678362,120.98512,新竹縣峨眉鄉
北埔冷泉,/hotspots/taiwan_img/北埔冷泉.jpg,新竹縣,北埔鄉,24.662994,121.07242,新竹縣北埔鄉大坪路
內灣小鎮,/hotspots/taiwan_img/內灣小鎮.jpg,新竹縣,橫山鄉,24.705431,121.18247,新竹縣橫山鄉內灣村
新埔小鎮,/hotspots/taiwan_img/新埔小鎮.jpg,新竹縣,新埔鎮,24.827883,121.07114,新竹縣新埔鎮
北埔老街,/hotspots/taiwan_img/北埔老街.jpg,新竹縣,北埔鄉,24.699816,121.05722,新竹縣北埔鄉北埔街
六福村主題遊樂園,/hotspots/taiwan_img/六福村主題遊樂園.jpg,新竹縣,關西鎮,24.821165,121.18179,新竹縣關西鎮拱子溝60號
The One南園人文客棧,/hotspots/taiwan_img/The One南園人文客棧.jpg,新竹縣,新埔鎮,24.868007,121.10425,新竹縣新埔鎮九芎湖32號
枋寮褒忠亭義民廟,/hotspots/taiwan_img/枋寮褒忠亭義民廟.jpg,新竹縣,新埔鎮,24.844249,121.03639,新竹縣新埔鎮義民路三段360號
